	Assay	Cell Type	Molecule
4369	CHIP	foreskin melanocyte male newborn	H3K4me3
4370	CHIP	A549	SMC3
4371	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	GLIS1
4372	CHIP	trophoblast female embryo (40 weeks)	H3K36me3
4373	CHIP	spleen female adult (51 year)	CTCF
4374	CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K4me1
4375	CHIP	GM12878	RAD51
4376	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF662
4377	CHIP	body of pancreas female adult (53 years)	CTCF
4378	CHIP	hepatocyte originated from H9	H3K9me2
4379	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K79me2
4380	CHIP	thyroid gland female adult (53 years)	POLR2A
4381	CHIP	duodenal mucosa male adult (76 years)	H3K9ac
4382	CHIP	trophoblast cell originated from H1-hESC	H2AFZ
4383	CHIP	HepG2 3xFLAG using CRISPR	ZBTB25
4384	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K27me3
4385	CHIP	UCSF-4	H3K27me3
4386	CHIP	Parathyroid adenoma male adult (65 years)	H3K4me1
4387	CHIP	neural stem progenitor cell originated from H1-hESC	H3K4me2
4388	CHIP	K562	ESRRA
4389	CHIP	pancreas female adult (30 years)	H3K27me3
4390	CHIP	trophoblast cell originated from H1-hESC	H3K79me2
4391	CHIP	caudate nucleus female adult (75 years)	H3K4me3
4392	CHIP	neuron originated from H9	H3K36me3
4393	CHIP	MCF-7	SMARCA5
4394	CHIP	heart left ventricle male adult (34 years)	H3K4me3
4395	CHIP	HepG2 3xFLAG using CRISPR	ZFP64
4396	CHIP	HepG2	PHF8
4397	CHIP	HepG2	NFE2L2
4398	CHIP	right lobe of liver female adult (53 years)	H3K4me1
4399	CHIP	liver male adult (78 years)	H3K9me3
4400	CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K9me3
4401	CHIP	stomach female adult (53 years)	H3K4me3
4402	CHIP	K562 eGFP- genetically modified using stable transfection	CEBPG
4403	CHIP	spleen male adult (34 years)	H3K4me1
4404	CHIP	mesenchymal stem cell originated from H1-hESC	H2BK15ac
4405	CHIP	K562	ARID2
4406	CHIP	suprapubic skin female adult (51 year)	POLR2AphosphoS5
4407	CHIP	mesenchymal stem cell originated from H1-hESC	H3K23ac
4408	CHIP	PC-9	H2AFZ
4409	CHIP	Parathyroid adenoma male adult (62 years)	H3K9ac
4410	CHIP	K562	BCLAF1
4411	CHIP	endocrine pancreas adult (59 years)	H3K27ac
4412	CHIP	thyroid gland male adult (54 years)	CTCF
4413	CHIP	ovary female adult (53 years)	CTCF
4414	CHIP	smooth muscle cell originated from H9	H3K79me2
4415	CHIP	MCF-7	H3K4me1
4416	CHIP	SU-DHL-6	H3K4me3
4417	CHIP	caudate nucleus male adult (81 year)	H3K27ac
4418	CHIP	caudate nucleus male adult (81 year)	H3K27me3
4419	CHIP	germinal matrix male embryo (20 weeks)	H3K27me3
4420	CHIP	K562	ZC3H8
4421	CHIP	K562	NRF1
4422	CHIP	testis male adult (37 years)	CTCF
4423	CHIP	K562	NR3C1
4424	CHIP	amnion male embryo (16 weeks)	H3K9me3
4425	CHIP	trophoblast female embryo (40 weeks)	H3K27me3
4426	CHIP	H1-hESC	H3K36me3
4427	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF747
4428	CHIP	HepG2 3xFLAG using CRISPR	TEAD1
4429	CHIP	mucosa of rectum female adult (50 years)	H3K36me3
4430	CHIP	K562	ZNF639
4431	CHIP	foreskin keratinocyte male newborn	H3K9me3
4432	CHIP	placenta female embryo (113 days)	H3K27ac
4433	CHIP	trophoblast cell originated from H1-hESC	H3K14ac
4434	CHIP	prostate male adult (54 years)	H3K36me3
4435	CHIP	chorion female embryo (40 weeks)	H3K27ac
4436	CHIP	KMS-11	H2AFZ
4437	CHIP	iPS-20b male adult (55 years)	H3K36me3
4438	CHIP	lung male child (3 years)	H3K4me3
4439	CHIP	HepG2 3xFLAG using CRISPR	RARA
4440	CHIP	heart left ventricle female adult (53 years)	H3K36me3
4441	CHIP	GM12878	TCF7
4442	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K4me3
4443	CHIP	mesenchymal stem cell originated from H1-hESC	H3K4me3
4444	CHIP	breast epithelium male adult (54 years)	EP300
4445	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZSCAN26
4446	CHIP	HepG2 3xFLAG using CRISPR	ZNF652
4447	CHIP	mesenchymal stem cell originated from H1-hESC	H2BK120ac
4448	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF843
4449	CHIP	MCF-7	ELF1
4450	CHIP	K562	ELF1
4451	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF513
4452	CHIP	HCT116	ZFX
4453	CHIP	skeletal muscle tissue female adult (72 years)	H3K9me3
4454	CHIP	MCF-7	ZNF24
4455	CHIP	heart left ventricle male adult (34 years)	H3K27me3
4456	CHIP	sigmoid colon male child (3 years)	H3K4me1
4457	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF654
4458	CHIP	iPS-18a female adult (48 years)	H3K4me3
4459	CHIP	MCF-7 eGFP- genetically modified using stable transfection	E2F4
4460	CHIP	iPS DF 19.11 male newborn	H3K27ac
4461	CHIP	foreskin melanocyte male newborn	H3K36me3
4462	CHIP	HepG2	TRIM22
4463	CHIP	K562	XRCC5
4464	CHIP	trophoblast female embryo (40 weeks)	H3K4me1
4465	CHIP	trophoblast female embryo (20 weeks)	H3K27ac
4466	CHIP	hepatocyte originated from H9	H3K27ac
4467	CHIP	K562	FOXK2
4468	CHIP	HepG2	ASH2L
4469	CHIP	esophagus squamous epithelium female adult (53 years)	H3K4me3
4470	CHIP	GM12878	DPF2
4471	CHIP	mesenchymal stem cell originated from H1-hESC	H4K91ac
4472	CHIP	gastroesophageal sphincter female adult (53 years)	H3K4me3
4473	CHIP	neural cell	EZH2
4474	CHIP	adrenal gland male adult (34 years)	H3K4me1
4475	CHIP	SU-DHL-6	H3K27me3
4476	CHIP	foreskin fibroblast male newborn	H3K9me3
4477	CHIP	neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K4me1
4478	CHIP	placenta embryo (16 weeks)	H3K27me3
4479	CHIP	K562	MNT
4480	CHIP	PC-9	H3K4me2
4481	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF302
4482	CHIP	duodenal mucosa male adult (59 years)	H3K4me1
4483	CHIP	IMR-90	USF2
4484	CHIP	A549	SIN3A
4485	CHIP	muscle of trunk female embryo (115 days)	H3K4me1
4486	CHIP	HepG2	BRD4
4487	CHIP	GM12878	HCFC1
4488	CHIP	GM12878	NR2F1
4489	CHIP	suprapubic skin female adult (53 years)	CTCF
4490	CHIP	smooth muscle cell originated from H9	H3K4me3
4491	CHIP	liver male adult (32 years)	ZBTB33
4492	CHIP	H9 genetically modified using stable transfection	H3K9me3
4493	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF174
4494	CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K27me3
4495	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF48
4496	CHIP	body of pancreas male adult (54 years)	POLR2A
4497	CHIP	CD8-positive, alpha-beta memory T cell	H3K27me3
4498	CHIP	neural progenitor cell originated from H9	H3K79me2
4499	CHIP	HepG2	NR2F6
4500	CHIP	aorta male adult (34 years)	H3K27ac
4501	CHIP	HepG2	HNRNPK
4502	CHIP	natural killer cell male adult (21 year)	H3K36me3
4503	CHIP	K562	SMARCC2
4504	CHIP	gastrocnemius medialis male adult (37 years)	H3K27me3
4505	CHIP	body of pancreas male adult (37 years)	H3K27ac
4506	CHIP	liver male adult (78 years)	H3K4me3
4507	CHIP	OCI-LY1	EZH2
4508	CHIP	KMS-11	H3K9ac
4509	CHIP	mammary epithelial cell female adult (18 years)	H3K4me1
4510	CHIP	PC-9	H3K9me2
4511	CHIP	liver male adult (32 years)	MAX
4512	CHIP	A673	H3K4me1
4513	CHIP	HEK293T	HDGF
4514	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K4me1
4515	CHIP	IMR-90	H2BK12ac
4516	CHIP	body of pancreas male adult (54 years)	H3K36me3
4517	CHIP	HepG2	RNF2
4518	CHIP	K562	RAD51
4519	CHIP	neutrophil	H3K9me3
4520	CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K9me3
4521	CHIP	HepG2	ZBTB40
4522	CHIP	mesenchymal stem cell originated from H1-hESC	H2AFZ
4523	CHIP	placental basal plate female embryo (40 weeks)	H3K27ac
4524	CHIP	stomach male adult (34 years)	H3K27me3
4525	CHIP	HepG2 3xFLAG using CRISPR	HLF
4526	CHIP	germinal matrix male embryo (20 weeks)	H3K4me3
4527	CHIP	breast epithelium female adult (51 year)	EP300
4528	CHIP	luminal epithelial cell of mammary gland female adult (33 years)	H3K9me3
4529	CHIP	HepG2	HCFC1
4530	CHIP	large intestine male embryo (108 days)	H3K36me3
4531	CHIP	K562	L3MBTL2
4532	CHIP	neural cell	H3K9ac
4533	CHIP	HepG2 3xFLAG using CRISPR	MIER3
4534	CHIP	K562 eGFP- genetically modified using stable transfection	ZNF740
4535	CHIP	stomach smooth muscle female adult (84 years)	H3K4me3
4536	CHIP	K562 eGFP- genetically modified using stable transfection	GTF2E2
4537	CHIP	kidney female embryo (120 days)	H3K9me3
4538	CHIP	pancreas female adult (30 years)	H3K9me3
4539	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF195
4540	CHIP	GM23338 male adult (53 years) originated from GM23248	ETS1
4541	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	GLIS2
4542	CHIP	angular gyrus male adult (81 year)	H3K4me3
4543	CHIP	NCI-H929	H3F3A
4544	CHIP	small intestine female adult (30 years)	H3K4me1
4545	CHIP	SU-DHL-6	H4K20me1
4546	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF560
4547	CHIP	KMS-11	H3K4me3
4548	CHIP	lung female adult (30 years)	H3K27ac
4549	CHIP	smooth muscle cell originated from H9	H3K9ac
4550	CHIP	SK-N-SH	CTCF
4551	CHIP	A549	PHF8
4552	CHIP	A549	MAFK
4553	CHIP	GM12878	ZBTB33
4554	CHIP	K562	MCM7
4555	CHIP	HepG2	SOX6
4556	CHIP	small intestine male adult (34 years)	H3K27ac
4557	CHIP	tibial artery female adult (53 years)	H3K27me3
4558	CHIP	lower leg skin female adult (51 year)	POLR2A
4559	CHIP	Loucy	H3K9ac
4560	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB12
4561	CHIP	breast epithelium female adult (53 years)	H3K36me3
4562	CHIP	heart left ventricle female adult (53 years)	CTCF
4563	CHIP	HepG2	ATF7
4564	CHIP	stomach female adult (53 years)	H3K9me3
4565	CHIP	K562	ZNF184
4566	CHIP	MCF-7 eGFP- genetically modified using stable transfection	FOSL2
4567	CHIP	CD4-positive, alpha-beta T cell	H3K27ac
4568	CHIP	K562	GATAD2B
4569	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF701
4570	CHIP	ovary female adult (51 year)	CTCF
4571	CHIP	right cardiac atrium male adult (34 years)	H3K4me3
4572	CHIP	OCI-LY3	H3K4me3
4573	CHIP	GM12878	CBX3
4574	CHIP	stomach male adult (54 years)	CTCF
4575	CHIP	UCSF-4	H3K9me3
4576	CHIP	K562 eGFP- genetically modified using stable transfection	KLF1
4577	CHIP	A549	CHD4
4578	CHIP	lung male child (3 years)	H3K27ac
4579	CHIP	neural stem progenitor cell originated from H9	H3K27me3
4580	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF493
4581	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF138
4582	CHIP	gastroesophageal sphincter male adult (37 years)	EP300
4583	CHIP	substantia nigra female adult (75 years)	H3K4me3
4584	CHIP	MCF-7	MTA2
4585	CHIP	stomach male adult (34 years)	H3K36me3
4586	CHIP	K562	MCM2
4587	CHIP	caudate nucleus female adult (75 years)	H3K9me3
4588	CHIP	GM12878	MLLT1
4589	CHIP	K562 eGFP- genetically modified using stable transfection	NFE2
4590	CHIP	breast epithelium female adult (53 years)	H3K4me1
4591	CHIP	IMR-90	H3K79me1
4592	CHIP	HepG2 3xFLAG using CRISPR	ZNF7
4593	CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K27me3
4594	CHIP	body of pancreas male adult (54 years)	H3K4me3
4595	CHIP	H9	H4K5ac
4596	CHIP	MCF-7	ZNF512B
4597	CHIP	HCT116	H3K9me2
4598	CHIP	MCF-7	MAFK
4599	CHIP	mesenchymal stem cell originated from adipose tissue	H3K36me3
4600	CHIP	PC-9	H3K9me3
4601	CHIP	heart left ventricle male child (3 years)	H3K27ac
4602	CHIP	MCF-7	GTF2F1
4603	CHIP	myoepithelial cell of mammary gland female adult (33 years)	H3K36me3
4604	CHIP	K562	ZHX1
4605	CHIP	B cell male adult (37 years)	H3K27me3
4606	CHIP	thyroid gland female adult (51 year)	H3K9me3
4607	CHIP	transverse colon female adult (51 year)	CTCF
4608	CHIP	kidney male adult (67 years)	H3K36me3
4609	CHIP	iPS-15b female adult (48 years)	H3K9me3
4610	CHIP	foreskin keratinocyte male newborn	H3K36me3
4611	CHIP	substantia nigra male adult (81 year)	H3K4me1
4612	CHIP	NCI-H929	H2AFZ
4613	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZXDB
4614	CHIP	esophagus muscularis mucosa male adult (37 years)	CTCF
4615	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K36me3
4616	CHIP	MCF-7	CTCF
4617	CHIP	skeletal muscle tissue	H3K9ac
4618	CHIP	HUES48	H3K9me3
4619	CHIP	HepG2 3xFLAG using CRISPR	RXRB
4620	CHIP	CD4-positive, alpha-beta T cell male adult (21 year)	H3K27ac
4621	CHIP	testis male adult (37 years)	H3K36me3
4622	CHIP	sigmoid colon male adult (34 years)	H3K27ac
4623	CHIP	NCI-H929	H3K36me3
4624	CHIP	GM23248	H3K9ac
4625	CHIP	DOHH2	EZH2phosphoT487
4626	CHIP	HepG2 3xFLAG using CRISPR	THAP11
4627	CHIP	MM.1S	H3F3A
4628	CHIP	A549	USF2
4629	CHIP	K562	E2F1
4630	CHIP	K562	HDGF
4631	CHIP	liver male adult (32 years)	H3K9me3
4632	CHIP	trophoblast cell originated from H1-hESC	H3K4me1
4633	CHIP	SK-N-SH	H3K27ac
4634	CHIP	colonic mucosa female adult (73 years)	H3K27me3
4635	CHIP	DND-41	H3K4me3
4636	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF157
4637	CHIP	OCI-LY7	EZH2phosphoT487
4638	CHIP	mesendoderm originated from H1-hESC	H3K18ac
4639	CHIP	PC-3	H3K4me1
4640	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K27me3
4641	CHIP	placental basal plate female embryo (40 weeks)	H3K9me3
4642	CHIP	lung female embryo (82 days)	H3K9ac
4643	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF473
4644	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K9me3
4645	CHIP	substantia nigra male adult (81 year)	H3K9me3
4646	CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K9me3
4647	CHIP	K562	HDAC1
4648	CHIP	temporal lobe female adult (75 years)	H3K27me3
4649	CHIP	HepG2 3xFLAG using CRISPR	NFYC
4650	CHIP	tibial nerve female adult (51 year)	EP300
4651	CHIP	MCF-7	FOS
4652	CHIP	natural killer cell male adult (37 years)	H3K4me3
4653	CHIP	neural stem progenitor cell originated from H1-hESC	H3K79me1
4654	CHIP	K562	ARHGAP35
4655	CHIP	foreskin melanocyte male newborn	H3K9me3
4656	CHIP	H1-hESC	H2AFZ
4657	CHIP	body of pancreas male adult (37 years)	CTCF
4658	CHIP	neural progenitor cell originated from H9	H3K36me3
4659	CHIP	MCF-7	NCOA3
4660	CHIP	stomach female adult (53 years)	EP300
4661	CHIP	placenta male embryo (16 weeks)	H3K36me3
4662	CHIP	germinal matrix male embryo (20 weeks)	H3K4me3
4663	CHIP	HepG2	H3K4me3
4664	CHIP	lung male child (3 years)	H3K4me1
4665	CHIP	mesendoderm originated from H1-hESC	H3K79me2
4666	CHIP	Peyer's patch male adult (54 years)	POLR2A
4667	CHIP	muscle layer of colon female adult (56 years)	H3K9me3
4668	CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K9me3
4669	CHIP	colonic mucosa female adult (73 years)	H3K4me3
4670	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K27ac
4671	CHIP	esophagus male adult (34 years)	H3K4me3
4672	CHIP	HepG2 3xFLAG using CRISPR	ZNF644
4673	CHIP	esophagus muscularis mucosa female adult (53 years)	H3K9me3
4674	CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
4675	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K4me3
4676	CHIP	chorionic villus embryo (16 weeks)	H3K4me1
4677	CHIP	IMR-90	H3K79me1
4678	CHIP	fibroblast of breast female adult (17 years)	H3K27ac
4679	CHIP	K562 eGFP- genetically modified using CRISPR	ZNF197
4680	CHIP	IMR-90	H3K9me1
4681	CHIP	CD4-positive, alpha-beta memory T cell	H3K36me3
4682	CHIP	tibial nerve male adult (37 years)	EP300
4683	CHIP	OCI-LY3	H3K4me1
4684	CHIP	A673	H3K36me3
4685	CHIP	endocrine pancreas male adult (46 years)	H3K27me3
4686	CHIP	iPS-15b female adult (48 years)	H3K27me3
4687	CHIP	lower leg skin male adult (37 years)	CTCF
4688	CHIP	thyroid gland male adult (54 years)	H3K27me3
4689	CHIP	stomach female adult (30 years)	H3K27ac
4690	CHIP	MCF-7	NFIB
4691	CHIP	K562	BRD4
4692	CHIP	HUES6	H3K9ac
4693	CHIP	OCI-LY3	EZH2phosphoT487
4694	CHIP	A549	NFE2L2
4695	CHIP	mucosa of rectum female adult (61 year)	H3K9ac
4696	CHIP	liver male adult (78 years)	H3K36me3
4697	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF433
4698	CHIP	HepG2 3xFLAG using CRISPR	ZFP1
4699	CHIP	neutrophil male	H3K4me1
4700	CHIP	SU-DHL-6	H3K9me3
4701	CHIP	K562	SMARCA4
4702	CHIP	K562	RUNX1
4703	CHIP	endocrine pancreas adult (59 years)	H3K27me3
4704	CHIP	ascending aorta female adult (53 years)	H3K27me3
4705	CHIP	HepG2 3xFLAG using CRISPR	TFE3
4706	CHIP	spleen female adult (53 years)	H3K36me3
4707	CHIP	HepG2	GATA4
4708	CHIP	GM12878	ARNT
4709	CHIP	HepG2	FUS
4710	CHIP	K562 eGFP- genetically modified using stable transfection	ZNF512
4711	CHIP	GM23338 male adult (53 years) originated from GM23248	EZH2phosphoT487
4712	CHIP	MCF-7	NBN
4713	CHIP	skeletal muscle tissue male adult (54 years)	H3K9me3
4714	CHIP	large intestine male embryo (108 days)	H3K9me3
4715	CHIP	neural progenitor cell originated from H9	H3F3A
4716	CHIP	angular gyrus female adult (75 years)	H3K9ac
4717	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K9ac
4718	CHIP	trophoblast cell originated from H1-hESC	H3K23ac
4719	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZFP64
4720	CHIP	right atrium auricular region female adult (53 years)	H3K27ac
4721	CHIP	mesenchymal stem cell originated from H1-hESC	H3K79me1
4722	CHIP	K562	PHF20
4723	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF510
4724	CHIP	fibroblast of breast female adult (17 years)	H3K27me3
4725	CHIP	UCSF-4	H3K4me3
4726	CHIP	right cardiac atrium male adult (34 years)	H3K9me3
4727	CHIP	HepG2 3xFLAG using CRISPR	RBPJ
4728	CHIP	K562 eGFP- genetically modified using stable transfection	ETS2
4729	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me3
4730	CHIP	body of pancreas male adult (54 years)	H3K27ac
4731	CHIP	thyroid gland male adult (37 years)	H3K27ac
4732	CHIP	mammary epithelial cell female adult (18 years)	H3K36me3
4733	CHIP	OCI-LY1	H3K27ac
4734	CHIP	VCaP	H3K27ac
4735	CHIP	GM12878	ETV6
4736	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K4me1
4737	CHIP	K562 eGFP- genetically modified using stable transfection	ZNF507
4738	CHIP	mesendoderm originated from H1-hESC	H2AK5ac
4739	CHIP	placenta female embryo (113 days)	H3K9me3
4740	CHIP	liver male adult (32 years)	HNF4A
4741	CHIP	K562 eGFP- genetically modified using CRISPR	ZNF589
4742	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF416
4743	CHIP	Karpas-422	H3K79me2
4744	CHIP	cingulate gyrus female adult (75 years)	H3K27ac
4745	CHIP	OCI-LY3	H3K9me3
4746	CHIP	mesenchymal stem cell originated from H1-hESC	H3K18ac
4747	CHIP	HepG2 3xFLAG using CRISPR	IRF2
4748	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	KLF7
4749	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	SCRT1
4750	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K4me3
4751	CHIP	peripheral blood mononuclear cell female adult (28 years)	H3K9me3
4752	CHIP	adrenal gland female adult (53 years)	H3K4me3
4753	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K36me3
4754	CHIP	HepG2	TBX3
4755	CHIP	vagina female adult (53 years)	CTCF
4756	CHIP	chorionic villus male embryo (16 weeks)	H3K27ac
4757	CHIP	esophagus muscularis mucosa female adult (53 years)	H3K4me3
4758	CHIP	spleen male child (3 years)	H3K27me3
4759	CHIP	K562 eGFP- genetically modified using stable transfection	KLF13
4760	CHIP	neural cell	H3K4me3
4761	CHIP	transverse colon male adult (37 years)	CTCF
4762	CHIP	temporal lobe female adult (75 years)	H3K27ac
4763	CHIP	K562	RNF2
4764	CHIP	body of pancreas female adult (51 year)	POLR2A
4765	CHIP	effector memory CD4-positive, alpha-beta T cell	H3K36me3
4766	CHIP	GM23248	H3K79me2
4767	CHIP	testis male adult (37 years)	H3K4me3
4768	CHIP	A673	CTCF
4769	CHIP	HeLa-S3	SREBF2
4770	CHIP	tibial nerve female adult (53 years)	H3K27me3
4771	CHIP	pancreas male adult (34 years)	H3K27ac
4772	CHIP	trophoblast female embryo (20 weeks)	H3K9me3
4773	CHIP	K562	ARNT
4774	CHIP	right lobe of liver female adult (53 years)	H3K9me3
4775	CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K27ac
4776	CHIP	angular gyrus male adult (81 year)	H3K27me3
4777	CHIP	UCSF-4	H3K4me1
4778	CHIP	HepG2 3xFLAG using CRISPR	KLF11
4779	CHIP	heart right ventricle male child (3 years)	H3K36me3
4780	CHIP	HepG2 3xFLAG using CRISPR	HBP1
4781	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	CTCF
4782	CHIP	PC-3	EZH2phosphoT487
4783	CHIP	lung female embryo (120 days)	H3K4me1
4784	CHIP	K562	CEBPZ
4785	CHIP	A549	RCOR1
4786	CHIP	stomach male adult (37 years)	CTCF
4787	CHIP	Parathyroid adenoma male adult (62 years)	H3K79me2
4788	CHIP	K562 eGFP- genetically modified using stable transfection	HINFP
4789	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	CTCF
4790	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB6
4791	CHIP	chorionic villus male embryo (38 weeks)	H3K27ac
4792	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF300
4793	CHIP	iPS-15b female adult (48 years)	H3K36me3
4794	CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K27ac
4795	CHIP	MCF-7	CREB1
4796	CHIP	adrenal gland male adult (37 years)	H3K4me3
4797	CHIP	K562 eGFP- genetically modified using stable transfection	CEBPG
4798	CHIP	HepG2	KAT2B
4799	CHIP	K562	ZNF184
4800	CHIP	Peyer's patch female adult (53 years)	H3K4me1
4801	CHIP	foreskin fibroblast male newborn	H3K36me3
4802	CHIP	heart embryo (101 day)	H3K36me3
4803	CHIP	DOHH2	H3K79me2
4804	CHIP	A549	ELK1
4805	CHIP	foreskin fibroblast male newborn	H3K9me3
4806	CHIP	neural stem progenitor cell originated from H1-hESC	H3K9ac
4807	CHIP	GM12878	ETV6
4808	CHIP	brain male embryo (122 days)	H3K27me3
4809	CHIP	DOHH2	H3K9me3
4810	CHIP	K562	MCM5
4811	CHIP	muscle layer of duodenum male adult (59 years)	H3K4me1
4812	CHIP	placental basal plate male embryo (38 weeks)	H3K36me3
4813	CHIP	middle frontal area 46 female adult (75 years)	H3K36me3
4814	CHIP	OCI-LY3	H2AFZ
4815	CHIP	KOPT-K1	H3K4me1
4816	CHIP	regulatory T cell originated from blood cell	H3K27me3
4817	CHIP	CD8-positive, alpha-beta T cell	H3K4me1
4818	CHIP	H1-hESC	H3K4me1
4819	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB17
4820	CHIP	K562 eGFP- genetically modified using stable transfection	ATF3
4821	CHIP	urinary bladder male adult (34 years)	H3K4me3
4822	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K4me1
4823	CHIP	K562 eGFP- genetically modified using stable transfection	NFE2L1
4824	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZFHX2
4825	CHIP	HepG2 3xFLAG using CRISPR	PBX2
4826	CHIP	sigmoid colon female adult (51 year)	POLR2AphosphoS5
4827	CHIP	HepG2 3xFLAG using CRISPR	RFX3
4828	CHIP	trophoblast cell originated from H1-hESC	H2BK12ac
4829	CHIP	HUES64	H3K27me3
4830	CHIP	NCI-H929	CTCF
4831	CHIP	HeLa-S3	UBTF
4832	CHIP	K562	ZSCAN29
4833	CHIP	K562 eGFP- genetically modified using stable transfection	TEAD2
4834	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	KLF8
4835	CHIP	liver female child (6 years) and male adult (32 years)	RAD21
4836	CHIP	mammary stem cell	H3K36me3
4837	CHIP	upper lobe of left lung female adult (53 years)	EP300
4838	CHIP	MCF-7	CTBP1
4839	CHIP	myoepithelial cell of mammary gland female adult (33 years)	H3K27me3
4840	CHIP	sigmoid colon male child (3 years)	H3K9me3
4841	CHIP	GM12878	BACH1
4842	CHIP	A549	MAZ
4843	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K27me3
4844	CHIP	GM12878	TRIM22
4845	CHIP	hepatocyte originated from H9	H3K27me3
4846	CHIP	OCI-LY3	H3K36me3
4847	CHIP	layer of hippocampus female adult (75 years)	H3K4me1
4848	CHIP	K562	ELF4
4849	CHIP	A549	SREBF2
4850	CHIP	A549	KDM1A
4851	CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K27me3
4852	CHIP	HepG2 3xFLAG using CRISPR	CEBPG
4853	CHIP	thyroid gland male adult (54 years)	H3K4me1
4854	CHIP	MCF-7	H4K20me1
4855	CHIP	stomach male adult (34 years)	H3K9me3
4856	CHIP	transverse colon male adult (37 years)	H3K27ac
